id,grade,subject,q,a,w1,w2,w3
4500,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Sister',여자 형제,엄마,돼지,귀
4501,2,english,'곰'(은)는 영어로 무엇일까요?,Bear,Pig,Nose,Lion
4502,2,english,'코'의 올바른 영어 철자는?,Nose,Nos,Nseo,Nosee
4503,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cat',고양이,강아지,손,발
4504,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Eye',눈,새,물고기,사자
4505,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,is,be,are
4506,2,english,'강아지'(은)는 영어로 무엇일까요?,Dog,Lion,Mom,Ear
4507,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Red',빨간색,손,귀,여자 형제
4508,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Tiger',호랑이,입,남자 형제,흰색
4509,2,english,'입'의 올바른 영어 철자는?,Mouth,Mout,Mutho,Mouthe
4510,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
4511,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,book,desk,pen
4512,2,english,'여자 형제'(은)는 영어로 무엇일까요?,Sister,Yellow,Bird,Bear
4513,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,do,am,is
4514,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4515,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Hand',손,파란색,초록색,사자
4516,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Foot',발,할머니,물고기,빨간색
4517,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Green',초록색,여자 형제,강아지,할머니
4518,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bear',곰,발,엄마,남자 형제
4519,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Nose',코,눈,발,초록색
4520,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
4521,2,english,'할머니'(은)는 영어로 무엇일까요?,Grandma,Pig,Blue,Dad
4522,2,english,'입'(은)는 영어로 무엇일까요?,Mouth,Grandma,Monkey,Blue
4523,2,english,'노란색'의 올바른 영어 철자는?,Yellow,Yello,Yllowe,Yellowe
4524,2,english,'빨간색'(은)는 영어로 무엇일까요?,Red,Monkey,Yellow,Lion
4525,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cat',고양이,노란색,아빠,초록색
4526,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,pen,desk,book
4527,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,night,bye,hello
4528,2,english,'할머니'(은)는 영어로 무엇일까요?,Grandma,Grandpa,Foot,Eye
4529,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,be,is,are
4530,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,water,hater,letter
4531,2,english,'입'(은)는 영어로 무엇일까요?,Mouth,Foot,Lion,Cow
4532,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Lion',사자,새,아빠,여자 형제
4533,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,Mouth,Fish,Pig
4534,2,english,'흰색'(은)는 영어로 무엇일까요?,White,Nose,Mouth,Brother
4535,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,We,You,I
4536,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,do,is,am
4537,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4538,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Black',검은색,입,손,코
4539,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,me,he,she
4540,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Ear',귀,코,흰색,할아버지
4541,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Nose',코,할아버지,검은색,호랑이
4542,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dad',아빠,호랑이,할머니,소
4543,2,english,'입'의 올바른 영어 철자는?,Mouth,Mout,Mutho,Mouthe
4544,2,english,'고양이'(은)는 영어로 무엇일까요?,Cat,Green,Yellow,Fish
4545,2,english,'코'의 올바른 영어 철자는?,Nose,Nos,Nseo,Nosee
4546,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mouth',입,손,강아지,빨간색
4547,2,english,'돼지'의 올바른 영어 철자는?,Pig,Pi,Pgi,Pige
4548,2,english,'발'의 올바른 영어 철자는?,Foot,Foo,Foto,Foote
4549,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,pen,desk,book
4550,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Brother',남자 형제,흰색,파란색,코
4551,2,english,'강아지'(은)는 영어로 무엇일까요?,Dog,Black,Ear,Foot
4552,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bear',곰,눈,파란색,강아지
4553,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Blue',파란색,엄마,초록색,빨간색
4554,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dad',아빠,손,입,귀
4555,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,meat,see,feet
4556,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Foot',발,강아지,원숭이,아빠
4557,2,english,'새'(은)는 영어로 무엇일까요?,Bird,Grandma,Grandpa,Green
4558,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
4559,2,english,'사자'(은)는 영어로 무엇일까요?,Lion,Black,Mouth,Dad
4560,2,english,'원숭이'(은)는 영어로 무엇일까요?,Monkey,Yellow,Mom,White
4561,2,english,'노란색'의 올바른 영어 철자는?,Yellow,Yello,Yllowe,Yellowe
4562,2,english,'물고기'(은)는 영어로 무엇일까요?,Fish,Mom,Monkey,Red
4563,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,am,is,do
4564,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
4565,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bear',곰,흰색,원숭이,빨간색
4566,2,english,'코'(은)는 영어로 무엇일까요?,Nose,Yellow,Eye,Black
4567,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,hello,bye,night
4568,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,meat,see,feet
4569,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cat',고양이,빨간색,흰색,소
4570,2,english,'사자'(은)는 영어로 무엇일까요?,Lion,Fish,Foot,Ear
4571,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
4572,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,he,she,me
4573,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,Hand,Mom,Dog
4574,2,english,'초록색'의 올바른 영어 철자는?,Green,Gree,Geenr,Greene
4575,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,night,hello,bye
4576,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,is,am,do
4577,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,pen,desk,book
4578,2,english,'호랑이'(은)는 영어로 무엇일까요?,Tiger,Red,Grandpa,Monkey
4579,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Sister',여자 형제,물고기,귀,눈
4580,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
4581,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
4582,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Nose',코,여자 형제,입,곰
4583,2,english,'초록색'의 올바른 영어 철자는?,Green,Gree,Geenr,Greene
4584,2,english,'물고기'(은)는 영어로 무엇일까요?,Fish,Foot,Black,Dad
4585,2,english,'새'(은)는 영어로 무엇일까요?,Bird,Blue,Grandma,Green
4586,2,english,'남자 형제'의 올바른 영어 철자는?,Brother,Brothe,Botherr,Brothere
4587,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
4588,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,see,meat,feet
4589,2,english,다음 영어 단어의 뜻은 무엇일까요? 'White',흰색,손,원숭이,빨간색
4590,2,english,'엄마'의 올바른 영어 철자는?,Mom,Mo,Mmo,Mome
4591,2,english,'돼지'(은)는 영어로 무엇일까요?,Pig,Hand,White,Fish
4592,2,english,'흰색'의 올바른 영어 철자는?,White,Whit,Witeh,Whitee
4593,2,english,'빨간색'의 올바른 영어 철자는?,Red,Re,Rde,Rede
4594,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,night,bye,hello
4595,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandma',할머니,아빠,강아지,노란색
4596,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
4597,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,Monkey,Eye,Cow
4598,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mom',엄마,곰,새,할머니
4599,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
4600,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Ear',귀,발,여자 형제,할아버지
4601,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cat',고양이,새,파란색,흰색
4602,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Blue',파란색,검은색,곰,소
4603,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bird',새,흰색,할머니,고양이
4604,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
4605,2,english,'호랑이'(은)는 영어로 무엇일까요?,Tiger,Red,Grandma,Sister
4606,2,english,'고양이'(은)는 영어로 무엇일까요?,Cat,Eye,Fish,Nose
4607,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dog',강아지,눈,흰색,아빠
4608,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,book,desk,pen
4609,2,english,'입'(은)는 영어로 무엇일까요?,Mouth,Blue,Brother,Tiger
4610,2,english,'검은색'의 올바른 영어 철자는?,Black,Blac,Backl,Blacke
4611,2,english,'사자'(은)는 영어로 무엇일까요?,Lion,Pig,Bird,Foot
4612,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
4613,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,meat,feet,see
4614,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,bye,night,hello
4615,2,english,'곰'(은)는 영어로 무엇일까요?,Bear,Grandpa,Bird,Lion
4616,2,english,'코'의 올바른 영어 철자는?,Nose,Nos,Nseo,Nosee
4617,2,english,'돼지'의 올바른 영어 철자는?,Pig,Pi,Pgi,Pige
4618,2,english,'강아지'의 올바른 영어 철자는?,Dog,Do,Dgo,Doge
4619,2,english,'새'(은)는 영어로 무엇일까요?,Bird,Yellow,Pig,Mouth
4620,2,english,'파란색'(은)는 영어로 무엇일까요?,Blue,Brother,Sister,Fish
4621,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,do,is,am
4622,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Foot',발,엄마,검은색,입
4623,2,english,'파란색'의 올바른 영어 철자는?,Blue,Blu,Buel,Bluee
4624,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,We,You,I
4625,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
4626,2,english,'사자'의 올바른 영어 철자는?,Lion,Lio,Loni,Lione
4627,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,letter,hater,water
4628,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,book,pen
4629,2,english,'강아지'의 올바른 영어 철자는?,Dog,Do,Dgo,Doge
4630,2,english,'할아버지'(은)는 영어로 무엇일까요?,Grandpa,Mouth,Pig,Blue
4631,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Blue',파란색,손,아빠,코
4632,2,english,'빨간색'의 올바른 영어 철자는?,Red,Re,Rde,Rede
4633,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,I,You,We
4634,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Brother',남자 형제,새,손,코
4635,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
4636,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,do,am,is
4637,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,We,I,You
4638,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandpa',할아버지,빨간색,여자 형제,물고기
4639,2,english,'흰색'(은)는 영어로 무엇일까요?,White,Mouth,Blue,Black
4640,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Tiger',호랑이,발,빨간색,할머니
4641,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,he,me,she
4642,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,pen,book
4643,2,english,'파란색'의 올바른 영어 철자는?,Blue,Blu,Buel,Bluee
4644,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Hand',손,엄마,호랑이,물고기
4645,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
4646,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,she,he,me
4647,2,english,'아빠'(은)는 영어로 무엇일까요?,Dad,Sister,Hand,Eye
4648,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
4649,2,english,'사자'(은)는 영어로 무엇일까요?,Lion,White,Nose,Blue
4650,2,english,'물고기'(은)는 영어로 무엇일까요?,Fish,Bird,Black,Bear
4651,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,물고기,새,호랑이
4652,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Green',초록색,할아버지,발,남자 형제
4653,2,english,'곰'의 올바른 영어 철자는?,Bear,Bea,Bare,Beare
4654,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bear',곰,입,코,노란색
4655,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,I,You,We
4656,2,english,'물고기'의 올바른 영어 철자는?,Fish,Fis,Fshi,Fishe
4657,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,is,do,am
4658,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cat',고양이,빨간색,소,검은색
4659,2,english,'입'의 올바른 영어 철자는?,Mouth,Mout,Mutho,Mouthe
4660,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,game,same,lame
4661,2,english,'눈'의 올바른 영어 철자는?,Eye,Ey,Eey,Eyee
4662,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,floor,apple,sky
4663,2,english,'소'(은)는 영어로 무엇일까요?,Cow,Blue,Black,Grandma
4664,2,english,'엄마'의 올바른 영어 철자는?,Mom,Mo,Mmo,Mome
4665,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,bye,hello,night
4666,2,english,'할머니'(은)는 영어로 무엇일까요?,Grandma,Foot,Nose,White
4667,2,english,'초록색'의 올바른 영어 철자는?,Green,Gree,Geenr,Greene
4668,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cow',소,남자 형제,손,강아지
4669,2,english,'파란색'의 올바른 영어 철자는?,Blue,Blu,Buel,Bluee
4670,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,game,lame,same
4671,2,english,'눈'(은)는 영어로 무엇일까요?,Eye,Tiger,Dog,Bird
4672,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandpa',할아버지,초록색,호랑이,물고기
4673,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Red',빨간색,흰색,강아지,눈
4674,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bear',곰,엄마,원숭이,코
4675,2,english,'남자 형제'의 올바른 영어 철자는?,Brother,Brothe,Botherr,Brothere
4676,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Bear',곰,호랑이,눈,코
4677,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,book,pen,desk
4678,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,feet,see,meat
4679,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandpa',할아버지,코,원숭이,사자
4680,2,english,다음 영어 단어의 뜻은 무엇일까요? 'White',흰색,남자 형제,빨간색,할아버지
4681,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Black',검은색,새,고양이,돼지
4682,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,he,me,she
4683,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,see,meat,feet
4684,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Ear',귀,발,코,돼지
4685,2,english,'아빠'(은)는 영어로 무엇일까요?,Dad,Foot,Green,Pig
4686,2,english,'엄마'(은)는 영어로 무엇일까요?,Mom,Ear,Dad,Foot
4687,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandpa',할아버지,입,빨간색,손
4688,2,english,'원숭이'의 올바른 영어 철자는?,Monkey,Monke,Mnkeyo,Monkeye
4689,2,english,'할머니'(은)는 영어로 무엇일까요?,Grandma,Mouth,Red,Bear
4690,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,hater,water,letter
4691,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4692,2,english,'노란색'(은)는 영어로 무엇일까요?,Yellow,Mom,Brother,Tiger
4693,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,초록색,강아지,새
4694,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
4695,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,apple,floor,sky
4696,2,english,'노란색'의 올바른 영어 철자는?,Yellow,Yello,Yllowe,Yellowe
4697,2,english,'할아버지'(은)는 영어로 무엇일까요?,Grandpa,Lion,Monkey,Hand
4698,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandpa',할아버지,호랑이,새,눈
4699,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Black',검은색,아빠,강아지,곰
4700,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Ear',귀,물고기,입,흰색
4701,2,english,'원숭이'(은)는 영어로 무엇일까요?,Monkey,Pig,Dog,Ear
4702,2,english,'빨간색'의 올바른 영어 철자는?,Red,Re,Rde,Rede
4703,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
4704,2,english,'발'의 올바른 영어 철자는?,Foot,Foo,Foto,Foote
4705,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,is,are,be
4706,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Hand',손,흰색,사자,노란색
4707,2,english,'엄마'의 올바른 영어 철자는?,Mom,Mo,Mmo,Mome
4708,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,hello,bye,night
4709,2,english,'돼지'의 올바른 영어 철자는?,Pig,Pi,Pgi,Pige
4710,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandpa',할아버지,검은색,빨간색,고양이
4711,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,sky,floor,apple
4712,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Lion',사자,눈,파란색,할머니
4713,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Sister',여자 형제,노란색,눈,흰색
4714,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Ear',귀,노란색,입,눈
4715,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,hello,night,bye
4716,2,english,'입'의 올바른 영어 철자는?,Mouth,Mout,Mutho,Mouthe
4717,2,english,'돼지'의 올바른 영어 철자는?,Pig,Pi,Pgi,Pige
4718,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4719,2,english,'눈'의 올바른 영어 철자는?,Eye,Ey,Eey,Eyee
4720,2,english,'검은색'의 올바른 영어 철자는?,Black,Blac,Backl,Blacke
4721,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,he,she,me
4722,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,pen,book
4723,2,english,'흰색'의 올바른 영어 철자는?,White,Whit,Witeh,Whitee
4724,2,english,'사자'의 올바른 영어 철자는?,Lion,Lio,Loni,Lione
4725,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,hello,bye,night
4726,2,english,'여자 형제'의 올바른 영어 철자는?,Sister,Siste,Ssteri,Sistere
4727,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4728,2,english,'노란색'의 올바른 영어 철자는?,Yellow,Yello,Yllowe,Yellowe
4729,2,english,'물고기'의 올바른 영어 철자는?,Fish,Fis,Fshi,Fishe
4730,2,english,'새'의 올바른 영어 철자는?,Bird,Bir,Brdi,Birde
4731,2,english,빈칸에 알맞은 말은? 'See you ____.' (나중에 봐.),later,water,hater,letter
4732,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,game,same,lame
4733,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,are,is,be
4734,2,english,'빨간색'(은)는 영어로 무엇일까요?,Red,Mom,Brother,Bird
4735,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
4736,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Cat',고양이,발,손,할아버지
4737,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandpa',할아버지,입,초록색,손
4738,2,english,'귀'의 올바른 영어 철자는?,Ear,Ea,Era,Eare
4739,2,english,'손'(은)는 영어로 무엇일까요?,Hand,Mouth,Pig,Green
4740,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,You,We,I
4741,2,english,'소'(은)는 영어로 무엇일까요?,Cow,Pig,Grandma,Mouth
4742,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,see,feet,meat
4743,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Monkey',원숭이,새,사자,빨간색
4744,2,english,'물고기'(은)는 영어로 무엇일까요?,Fish,Black,Foot,Grandma
4745,2,english,다음 영어 단어의 뜻은 무엇일까요? 'White',흰색,원숭이,돼지,초록색
4746,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Dad',아빠,귀,새,코
4747,2,english,'강아지'(은)는 영어로 무엇일까요?,Dog,Hand,Blue,Nose
4748,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,강아지,귀,초록색
4749,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,he,me,she
4750,2,english,빈칸에 알맞은 말은? 'Good ____.' (좋은 아침이야.),morning,bye,night,hello
4751,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Foot',발,빨간색,새,노란색
4752,2,english,'엄마'의 올바른 영어 철자는?,Mom,Mo,Mmo,Mome
4753,2,english,빈칸에 알맞은 말은? 'I like ____.' (나는 피자를 좋아해.),pizza,desk,pen,book
4754,2,english,'노란색'의 올바른 영어 철자는?,Yellow,Yello,Yllowe,Yellowe
4755,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Yellow',노란색,할머니,손,흰색
4756,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,be,are,is
4757,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Grandpa',할아버지,초록색,발,새
4758,2,english,빈칸에 알맞은 말은? '____ is a cat.' (그것은 고양이야.),It,I,You,We
4759,2,english,'흰색'(은)는 영어로 무엇일까요?,White,Blue,Green,Bear
4760,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,sky,floor,apple
4761,2,english,'새'(은)는 영어로 무엇일까요?,Bird,White,Lion,Cow
4762,2,english,'할머니'(은)는 영어로 무엇일까요?,Grandma,Cow,Yellow,Cat
4763,2,english,빈칸에 알맞은 말은? 'Thank ____.' (고마워.),you,she,he,me
4764,2,english,'사자'의 올바른 영어 철자는?,Lion,Lio,Loni,Lione
4765,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
4766,2,english,'소'의 올바른 영어 철자는?,Cow,Co,Cwo,Cowe
4767,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Foot',발,남자 형제,빨간색,검은색
4768,2,english,'파란색'의 올바른 영어 철자는?,Blue,Blu,Buel,Bluee
4769,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,am,do,is
4770,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,am,do,is
4771,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,game,lame,same
4772,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,소,흰색,아빠
4773,2,english,'원숭이'의 올바른 영어 철자는?,Monkey,Monke,Mnkeyo,Monkeye
4774,2,english,빈칸에 알맞은 말은? 'I ____ happy.' (나는 행복해.),am,are,is,be
4775,2,english,'손'(은)는 영어로 무엇일까요?,Hand,Tiger,Blue,Ear
4776,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Fish',물고기,초록색,새,소
4777,2,english,'초록색'의 올바른 영어 철자는?,Green,Gree,Geenr,Greene
4778,2,english,'귀'(은)는 영어로 무엇일까요?,Ear,Sister,Mouth,Red
4779,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,sky,floor,apple
4780,2,english,'할아버지'(은)는 영어로 무엇일까요?,Grandpa,Monkey,Dog,Green
4781,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
4782,2,english,'손'의 올바른 영어 철자는?,Hand,Han,Hnda,Hande
4783,2,english,'새'(은)는 영어로 무엇일까요?,Bird,Brother,Green,White
4784,2,english,빈칸에 알맞은 말은? 'Open the ____.' (문을 열어.),door,sky,apple,floor
4785,2,english,'고양이'의 올바른 영어 철자는?,Cat,Ca,Cta,Cate
4786,2,english,빈칸에 알맞은 말은? 'Nice to ____ you.' (만나서 반가워.),meet,feet,meat,see
4787,2,english,'물고기'의 올바른 영어 철자는?,Fish,Fis,Fshi,Fishe
4788,2,english,'귀'의 올바른 영어 철자는?,Ear,Ea,Era,Eare
4789,2,english,'할머니'의 올바른 영어 철자는?,Grandma,Grandm,Gandmar,Grandmae
4790,2,english,'아빠'의 올바른 영어 철자는?,Dad,Da,Dda,Dade
4791,2,english,빈칸에 알맞은 말은? 'How ____ you?' (기분이 어때? / 안녕?),are,am,is,do
4792,2,english,빈칸에 알맞은 말은? 'What is your ____?' (이름이 뭐니?),name,same,game,lame
4793,2,english,'사자'(은)는 영어로 무엇일까요?,Lion,Bird,White,Eye
4794,2,english,다음 영어 단어의 뜻은 무엇일까요? 'Mouth',입,코,돼지,고양이
4795,2,english,'초록색'의 올바른 영어 철자는?,Green,Gree,Geenr,Greene
4796,2,english,'원숭이'의 올바른 영어 철자는?,Monkey,Monke,Mnkeyo,Monkeye
