id,grade,subject,q,a,w1,w2,w3
2438,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '식물은 흙에서 영양뿐을 얻어요.',영양뿐 -> 영양분,영양뿐 -> 녕양분,틀린 글자가 없다.,영양분 -> 영양뿐
2439,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,볼우물,볼우무,보루물,볼우믈
2440,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '웃을 때 생기는 ____이 참 예뻐요.',볼우물,볼우믈,볼우무,보루물
2441,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '웃을 때 생기는 볼우믈이 참 예뻐요.',볼우믈 -> 볼우물,볼우믈 -> 볼우무,틀린 글자가 없다.,볼우물 -> 볼우믈
2442,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,허수아비,허슈아비,허수애비,허수애비
2443,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '새떼를 쫓아 주는 ____.',허수아비,허수애비,허슈아비,허수애비
2444,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '새떼를 쫓아 주는 허수애비.',허수애비 -> 허수아비,허수애비 -> 허슈아비,틀린 글자가 없다.,허수아비 -> 허수애비
2445,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,험상궂게,험상굿게,험상궂개,험상굳게
2446,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '그 물고기는 ____ 생겼어요.',험상궂게,험상굿게,험상궂개,험상굳게
2447,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '그 물고기는 험상굿게 생겼어요.',험상굿게 -> 험상궂게,험상굿게 -> 험상궂개,틀린 글자가 없다.,험상궂게 -> 험상굿게
2448,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,어깨동무,억깨동무,어깨동모,어께동무
2449,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '친한 친구와 ____한 두 사람.',어깨동무,억깨동무,어깨동모,어께동무
2450,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '친한 친구와 억깨동무한 두 사람.',억깨동무 -> 어깨동무,억깨동무 -> 어깨동모,틀린 글자가 없다.,어깨동무 -> 억깨동무
2451,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,몫,뫏,목,몱
2452,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '이건 내가 해야 할 내 ____이 너무 많다.',몫,몱,목,뫏
2453,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '이건 내가 해야 할 내 몱이 너무 많다.',몱 -> 몫,몱 -> 목,틀린 글자가 없다.,몫 -> 몱
2454,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,넋,넉,넔,넏
2455,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '너무 놀라서 ____이 나간 표정이구나.',넋,넏,넉,넔
2456,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '너무 놀라서 넏이 나간 표정이구나.',넏 -> 넋,넏 -> 넉,틀린 글자가 없다.,넋 -> 넏
2457,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,때때옷,떼떼옷,때때옫,대대옷
2458,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '설날에 일곱 빛 ____ 곱게 입고 세배해요.',때때옷,때때옫,대대옷,떼떼옷
2459,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '설날에 일곱 빛 때때옫 곱게 입고 세배해요.',때때옫 -> 때때옷,때때옫 -> 대대옷,틀린 글자가 없다.,때때옷 -> 때때옫
2460,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,마주 앉은,마주안은,마주 안은,마주앉은
2461,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '내 앞에 ____ 친구가 웃어요.',마주 앉은,마주 안은,마주앉은,마주안은
2462,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '내 앞에 마주 안은 친구가 웃어요.',마주 안은 -> 마주 앉은,마주 안은 -> 마주앉은,틀린 글자가 없다.,마주 앉은 -> 마주 안은
2463,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,할 수,할수,하ㄹ수,하ㄹ수
2464,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '우리는 무엇이든 ____ 있어요.',할 수,할수,하ㄹ수,하ㄹ수
2465,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '우리는 무엇이든 할수 있어요.',할수 -> 할 수,할수 -> 하ㄹ수,틀린 글자가 없다.,할 수 -> 할수
2466,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,읽을 수,읽을수,일글 수,익을 수
2467,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '이 글자는 너무 작아서 ____ 없으니까 말이야.',읽을 수,익을 수,읽을수,일글 수
2468,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '이 글자는 너무 작아서 익을 수 없으니까 말이야.',익을 수 -> 읽을 수,익을 수 -> 읽을수,틀린 글자가 없다.,읽을 수 -> 익을 수
2469,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,오랫동안,오래동안,오래 동안,오랫 동안
2470,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '____ 기억해 주었으면 좋겠어.',오랫동안,오래동안,오래 동안,오랫 동안
2471,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '오래동안 기억해 주었으면 좋겠어.',오래동안 -> 오랫동안,오래동안 -> 오래 동안,틀린 글자가 없다.,오랫동안 -> 오래동안
2472,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,몇 시에,몆 시에,면 시에,몇시에
2473,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '공연은 ____ 시작하나요?',몇 시에,몆 시에,면 시에,몇시에
2474,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '공연은 몆 시에 시작하나요?',몆 시에 -> 몇 시에,몆 시에 -> 면 시에,틀린 글자가 없다.,몇 시에 -> 몆 시에
2475,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,틀림없이,틀림 없이,틀림업이,틀님없이
2476,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '그 소리를 ____ 들었네.',틀림없이,틀님없이,틀림 없이,틀림업이
2477,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '그 소리를 틀님없이 들었네.',틀님없이 -> 틀림없이,틀님없이 -> 틀림 없이,틀린 글자가 없다.,틀림없이 -> 틀님없이
2478,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,잃어버렸다,잃어 버렸다,일어버렸다,잊어버렸다
2479,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '숲속에서 길을 ____.',잃어버렸다,잊어버렸다,잃어 버렸다,일어버렸다
2480,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '숲속에서 길을 잊어버렸다.',잊어버렸다 -> 잃어버렸다,잊어버렸다 -> 잃어 버렸다,틀린 글자가 없다.,잃어버렸다 -> 잊어버렸다
2481,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,바래고,바레고,빨래고,바라고
2482,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '오래된 책의 색이 ____ 있어요.',바래고,빨래고,바라고,바레고
2483,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '오래된 책의 색이 빨래고 있어요.',빨래고 -> 바래고,빨래고 -> 바라고,틀린 글자가 없다.,바래고 -> 빨래고
2484,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,가르쳐,가리쳐,가르켜,가르처
2485,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '선생님이 국어를 ____ 주십니다.',가르쳐,가르켜,가리쳐,가르처
2486,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '선생님이 국어를 가르켜 주십니다.',가르켜 -> 가르쳐,가르켜 -> 가리쳐,틀린 글자가 없다.,가르쳐 -> 가르켜
2487,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,잊어버렸어요,이저버렸어요,잊어 버렸어요,잃어버렸어요
2488,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '현관 비밀번호를 ____.',잊어버렸어요,잃어버렸어요,잊어 버렸어요,이저버렸어요
2489,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '현관 비밀번호를 잃어버렸어요.',잃어버렸어요 -> 잊어버렸어요,잃어버렸어요 -> 잊어 버렸어요,틀린 글자가 없다.,잊어버렸어요 -> 잃어버렸어요
2490,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,파헤치며,파해치며,파해치며,파해치며
2491,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '멧돼지가 밭을 마구 ____.',파헤치며,파해치며,파해치며,파해치며
2492,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '멧돼지가 밭을 마구 파해치며.',파해치며 -> 파헤치며,파해치며 -> 파해치며,틀린 글자가 없다.,파헤치며 -> 파해치며
2493,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,빠져들었어,빠져 들었어,바져들었어,빠저들었어
2494,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '재미있는 이야기 속으로 ____.',빠져들었어,빠저들었어,바져들었어,빠져 들었어
2495,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '재미있는 이야기 속으로 빠저들었어.',빠저들었어 -> 빠져들었어,빠저들었어 -> 바져들었어,틀린 글자가 없다.,빠져들었어 -> 빠저들었어
2496,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,헬리콥터,헬리곱터,헬리콤터,헤리콥터
2497,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '모두 다 ____ 되어 빙글빙글 돌아요.',헬리콥터,헬리콤터,헬리곱터,헤리콥터
2498,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '모두 다 헬리콤터 되어 빙글빙글 돌아요.',헬리콤터 -> 헬리콥터,헬리콤터 -> 헬리곱터,틀린 글자가 없다.,헬리콥터 -> 헬리콤터
2499,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,짜장면,자장면,짜잔면,자잔면
2500,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '오늘 급식은 맛있는 ____이다!',짜장면,짜잔면,자장면,자잔면
2501,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '오늘 급식은 맛있는 짜잔면이다!',짜잔면 -> 짜장면,짜잔면 -> 자장면,틀린 글자가 없다.,짜장면 -> 짜잔면
2502,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,곯아떨어졌어,골아떨어졌어,곪아떨어졌어,골라떨어졌어
2503,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '너무 지쳐서 집에 오자마자 ____.',곯아떨어졌어,골라떨어졌어,골아떨어졌어,곪아떨어졌어
2504,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '너무 지쳐서 집에 오자마자 골라떨어졌어.',골라떨어졌어 -> 곯아떨어졌어,골라떨어졌어 -> 골아떨어졌어,틀린 글자가 없다.,곯아떨어졌어 -> 골라떨어졌어
2505,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,강아지풀,강아지불,강아지뿔,강아지플
2506,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '길가에 쓸모없는 ____이 자랐어요.',강아지풀,강아지뿔,강아지플,강아지불
2507,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '길가에 쓸모없는 강아지뿔이 자랐어요.',강아지뿔 -> 강아지풀,강아지뿔 -> 강아지플,틀린 글자가 없다.,강아지풀 -> 강아지뿔
2508,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,깜빡,깜박,껌뻑,끔뻑
2509,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '가위를 ____ 잊고 안 가져왔어요.',깜빡,끔뻑,깜박,껌뻑
2510,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '가위를 끔뻑 잊고 안 가져왔어요.',끔뻑 -> 깜빡,끔뻑 -> 깜박,틀린 글자가 없다.,깜빡 -> 끔뻑
2511,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,부릅뜨고,부릅트고,불읍뜨고,무릅뜨고
2512,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '눈을 ____ 말했어요.',부릅뜨고,무릅뜨고,불읍뜨고,부릅트고
2513,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '눈을 무릅뜨고 말했어요.',무릅뜨고 -> 부릅뜨고,무릅뜨고 -> 불읍뜨고,틀린 글자가 없다.,부릅뜨고 -> 무릅뜨고
2514,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,손뼉,손빡,손벽,손뻭
2515,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '공연이 끝나고 ____을 쳤어요.',손뼉,손빡,손뻭,손벽
2516,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '공연이 끝나고 손빡을 쳤어요.',손빡 -> 손뼉,손빡 -> 손뻭,틀린 글자가 없다.,손뼉 -> 손빡
2517,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,두리번거렸지요,두리번거려지요,두리번거려찌요,두리벙거렸지요
2518,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '주변을 ____.',두리번거렸지요,두리번거려찌요,두리번거려지요,두리벙거렸지요
2519,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '주변을 두리번거려찌요.',두리번거려찌요 -> 두리번거렸지요,두리번거려찌요 -> 두리번거려지요,틀린 글자가 없다.,두리번거렸지요 -> 두리번거려찌요
2520,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,들썩거렸습니다,들석거렸습니다,들썩거려슴니다,들썩거려씀니다
2521,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '신이나서 어깨를 ____.',들썩거렸습니다,들썩거려슴니다,들썩거려씀니다,들석거렸습니다
2522,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '신이나서 어깨를 들썩거려슴니다.',들썩거려슴니다 -> 들썩거렸습니다,들썩거려슴니다 -> 들썩거려씀니다,틀린 글자가 없다.,들썩거렸습니다 -> 들썩거려슴니다
2523,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,소쿠리,쇼쿠리,소꾸리,소구리
2524,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '감자를 한 ____ 꺼내 들고 웃으셨어요.',소쿠리,쇼쿠리,소구리,소꾸리
2525,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '감자를 한 쇼쿠리 꺼내 들고 웃으셨어요.',쇼쿠리 -> 소쿠리,쇼쿠리 -> 소구리,틀린 글자가 없다.,소쿠리 -> 쇼쿠리
2526,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,들꽃조차,들꽃조차도,들꽃까지,들꽃마저
2527,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '너무 황량해서 ____ 없었습니다.',들꽃조차,들꽃마저,들꽃까지,들꽃조차도
2528,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '너무 황량해서 들꽃마저 없었습니다.',들꽃마저 -> 들꽃조차,들꽃마저 -> 들꽃까지,틀린 글자가 없다.,들꽃조차 -> 들꽃마저
2529,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,황량해,항량해,황양해,황랑해
2530,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '이곳은 사막처럼 ____.',황량해,황양해,항량해,황랑해
2531,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '이곳은 사막처럼 황양해.',황양해 -> 황량해,황양해 -> 항량해,틀린 글자가 없다.,황량해 -> 황양해
2532,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,뒤숭숭한,뒤숭승한,뒤숭숭안,뒤숭숭안
2533,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '걱정이 있어서 마음이 ____.',뒤숭숭한,뒤숭숭안,뒤숭승한,뒤숭숭안
2534,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '걱정이 있어서 마음이 뒤숭숭안.',뒤숭숭안 -> 뒤숭숭한,뒤숭숭안 -> 뒤숭승한,틀린 글자가 없다.,뒤숭숭한 -> 뒤숭숭안
2535,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,싱크대,싱크데,신크대,씽크대
2536,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '우유를 ____에 부어요.',싱크대,신크대,싱크데,씽크대
2537,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '우유를 신크대에 부어요.',신크대 -> 싱크대,신크대 -> 싱크데,틀린 글자가 없다.,싱크대 -> 신크대
2538,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,누리집,우리집,누리지,누리짐
2539,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '학교 ____을 사용해 정보를 찾아요.',누리집,누리지,우리집,누리짐
2540,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '학교 누리지을 사용해 정보를 찾아요.',누리지 -> 누리집,누리지 -> 우리집,틀린 글자가 없다.,누리집 -> 누리지
2541,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,떡볶이,떡보끼,떡복이,떡뽂이
2542,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '____ 집을 지나서 집으로 가요.',떡볶이,떡보끼,떡복이,떡뽂이
2543,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '떡보끼 집을 지나서 집으로 가요.',떡보끼 -> 떡볶이,떡보끼 -> 떡복이,틀린 글자가 없다.,떡볶이 -> 떡보끼
2544,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,본체만체하거나,본채만채하거나,본체만채하거나,본채만채하거나
2545,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '친구를 보고도 ____ 지나갔어요.',본체만체하거나,본채만채하거나,본체만채하거나,본채만채하거나
2546,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '친구를 보고도 본채만채하거나 지나갔어요.',본채만채하거나 -> 본체만체하거나,본채만채하거나 -> 본체만채하거나,틀린 글자가 없다.,본체만체하거나 -> 본채만채하거나
2547,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,동그라미,동글아미,동그라니,동구라미
2548,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '종이에 바른 ____를 그려요.',동그라미,동구라미,동글아미,동그라니
2549,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '종이에 바른 동구라미를 그려요.',동구라미 -> 동그라미,동구라미 -> 동글아미,틀린 글자가 없다.,동그라미 -> 동구라미
2550,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,반질거리다,반지러거리다,반질거니다,빤질거리다
2551,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '코끝이 기름칠한 듯 ____.',반질거리다,빤질거리다,반지러거리다,반질거니다
2552,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '코끝이 기름칠한 듯 빤질거리다.',빤질거리다 -> 반질거리다,빤질거리다 -> 반지러거리다,틀린 글자가 없다.,반질거리다 -> 빤질거리다
2553,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,재롱둥이,제롱둥이,제롱둥이,재롱동이
2554,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '우리 집 강아지는 ____예요.',재롱둥이,제롱둥이,재롱동이,제롱둥이
2555,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '우리 집 강아지는 제롱둥이예요.',제롱둥이 -> 재롱둥이,제롱둥이 -> 재롱동이,틀린 글자가 없다.,재롱둥이 -> 제롱둥이
2556,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,허둥지둥,허둥지동,허동지동,호둥지둥
2557,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '늦을까 봐 ____ 따라갔습니다.',허둥지둥,호둥지둥,허동지동,허둥지동
2558,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '늦을까 봐 호둥지둥 따라갔습니다.',호둥지둥 -> 허둥지둥,호둥지둥 -> 허동지동,틀린 글자가 없다.,허둥지둥 -> 호둥지둥
2559,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,깜빡깜빡,껌뻑껌뻑,끔뻑끔뻑,깜박깜박
2560,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '손전등 불빛이 ____ 합니다.',깜빡깜빡,끔뻑끔뻑,깜박깜박,껌뻑껌뻑
2561,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '손전등 불빛이 끔뻑끔뻑 합니다.',끔뻑끔뻑 -> 깜빡깜빡,끔뻑끔뻑 -> 깜박깜박,틀린 글자가 없다.,깜빡깜빡 -> 끔뻑끔뻑
2562,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,가랑비,거랑비,가랑이,가낭비
2563,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '보슬보슬 ____와 이슬비가 내려요.',가랑비,거랑비,가낭비,가랑이
2564,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '보슬보슬 거랑비와 이슬비가 내려요.',거랑비 -> 가랑비,거랑비 -> 가낭비,틀린 글자가 없다.,가랑비 -> 거랑비
2565,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,책갈피,책갈비,책칼피,책깔피
2566,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '낙엽으로 예쁜 ____를 만들어요.',책갈피,책깔피,책갈비,책칼피
2567,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '낙엽으로 예쁜 책깔피를 만들어요.',책깔피 -> 책갈피,책깔피 -> 책갈비,틀린 글자가 없다.,책갈피 -> 책깔피
2568,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,콩닥콩닥,공닥공닥,쿵덕쿵덕,콩닥꽁닥
2569,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '발표할 때 가슴이 ____ 뛰었다.',콩닥콩닥,쿵덕쿵덕,콩닥꽁닥,공닥공닥
2570,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '발표할 때 가슴이 쿵덕쿵덕 뛰었다.',쿵덕쿵덕 -> 콩닥콩닥,쿵덕쿵덕 -> 콩닥꽁닥,틀린 글자가 없다.,콩닥콩닥 -> 쿵덕쿵덕
2571,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,거북선,거북썬,꺼북선,거북성
2572,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '이순신 장군님의 튼튼한 ____.',거북선,거북성,거북썬,꺼북선
2573,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '이순신 장군님의 튼튼한 거북성.',거북성 -> 거북선,거북성 -> 거북썬,틀린 글자가 없다.,거북선 -> 거북성
2574,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,올록볼록,올록뽈록,올룩볼룩,올룩볼룩
2575,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '엠보싱 휴지는 ____ 껍데기 같아요.',올록볼록,올룩볼룩,올록뽈록,올룩볼룩
2576,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '엠보싱 휴지는 올룩볼룩 껍데기 같아요.',올룩볼룩 -> 올록볼록,올룩볼룩 -> 올록뽈록,틀린 글자가 없다.,올록볼록 -> 올룩볼룩
2577,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,새콤달콤,새쿰달쿰,세콤달콤,새콤달꼼
2578,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '____ 보랏빛 포도가 맛있어요.',새콤달콤,세콤달콤,새쿰달쿰,새콤달꼼
2579,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '세콤달콤 보랏빛 포도가 맛있어요.',세콤달콤 -> 새콤달콤,세콤달콤 -> 새쿰달쿰,틀린 글자가 없다.,새콤달콤 -> 세콤달콤
2580,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,뒤뚱뒤뚱,디뚱디뚱,뒤뚱뒤둥,뒤뚱디뚱
2581,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '오리들은 ____ 걸으며 물가로 가요.',뒤뚱뒤뚱,뒤뚱뒤둥,뒤뚱디뚱,디뚱디뚱
2582,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '오리들은 뒤뚱뒤둥 걸으며 물가로 가요.',뒤뚱뒤둥 -> 뒤뚱뒤뚱,뒤뚱뒤둥 -> 뒤뚱디뚱,틀린 글자가 없다.,뒤뚱뒤뚱 -> 뒤뚱뒤둥
2583,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,차곡차곡,차국차국,자곡자곡,차곡짜곡
2584,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '바구니에 고구마를 ____ 담아요.',차곡차곡,차곡짜곡,차국차국,자곡자곡
2585,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '바구니에 고구마를 차곡짜곡 담아요.',차곡짜곡 -> 차곡차곡,차곡짜곡 -> 차국차국,틀린 글자가 없다.,차곡차곡 -> 차곡짜곡
2586,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,뒷산,뒫산,뒷싼,뒤산
2587,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '____ 마루에 걸린 구름이 멋져요.',뒷산,뒫산,뒷싼,뒤산
2588,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '뒫산 마루에 걸린 구름이 멋져요.',뒫산 -> 뒷산,뒫산 -> 뒷싼,틀린 글자가 없다.,뒷산 -> 뒫산
2589,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,시끌벅적한,씨끌벅적한,시끌벅쩍한,시끌벅적안
2590,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '시장에는 ____ 소리가 들려요.',시끌벅적한,씨끌벅적한,시끌벅쩍한,시끌벅적안
2591,2,korean,다음 문장에서 틀린 글자를 찾아 바르게 고친 것은? '시장에는 씨끌벅적한 소리가 들려요.',씨끌벅적한 -> 시끌벅적한,씨끌벅적한 -> 시끌벅쩍한,틀린 글자가 없다.,시끌벅적한 -> 씨끌벅적한
2592,2,korean,다음 중 맞춤법(띄어쓰기)이 올바른 것을 고르세요.,무릎,무릊,무룹,무릅
2593,2,korean,다음 문장의 빈칸에 들어갈 올바른 낱말은? '넘어져서 다친 ____이 아팠어.',무릎,무릅,무룹,무릊
